from,to,weight
4706370560,4708658528,0.1
4706370560,4708658384,0.05
4706370464,4708658336,0.1
4706370464,4708658384,0.05
4706370752,4708658528,0.1
4706370752,4708658384,0.05
4706369792,4708671792,0.1
4706369792,4708672656,0.05
4706369984,4708671984,0.1
4706369984,4708672656,0.05
4706369888,4708671792,0.1
4706369888,4708672656,0.05
4706370176,4708671984,0.1
4706370176,4708672656,0.05
4706370080,4708671792,0.1
4706370080,4708672656,0.05
4706370368,4708671984,0.1
4706370368,4708672656,0.05
4706370272,4708671792,0.1
4706370272,4708672656,0.05
4706370560,4708671984,0.1
4706370560,4708672656,0.05
4706370464,4708671792,0.1
4706370464,4708672656,0.05
4706370752,4708671984,0.1
4706370752,4708672656,0.05
4706369792,4708672896,0.1
4706369792,4708673760,0.05
4706369984,4708673088,0.1
4706369984,4708673760,0.05
4706369888,4708672896,0.1
4706369888,4708673760,0.05
4706370176,4708673088,0.1
4706370176,4708673760,0.05
4706370080,4708672896,0.1
4706370080,4708673760,0.05
4706370368,4708673088,0.1
4706370368,4708673760,0.05
4706370272,4708672896,0.1
4706370272,4708673760,0.05
4706370560,4708673088,0.1
4706370560,4708673760,0.05
4706370464,4708672896,0.1
4706370464,4708673760,0.05
4706370752,4708673088,0.1
4706370752,4708673760,0.05
4706369792,4708674000,0.1
4706369792,4708674864,0.05
4706369984,4708674192,0.1
4706369984,4708674864,0.05
4706369888,4708674000,0.1
4706369888,4708674864,0.05
4706370176,4708674192,0.1
4706370176,4708674864,0.05
4706370080,4708674000,0.1
4706370080,4708674864,0.05
4706370368,4708674192,0.1
4706370368,4708674864,0.05
4706370272,4708674000,0.1
4706370272,4708674864,0.05
4706370560,4708674192,0.1
4706370560,4708674864,0.05
4706370464,4708674000,0.1
4706370464,4708674864,0.05
4706370752,4708674192,0.1
4706370752,4708674864,0.05
4706369792,4708675104,0.1
4706369792,4708675152,0.05
4706369984,4708675296,0.1
4706369984,4708675152,0.05
4706369888,4708675104,0.1
4706369888,4708675152,0.05
4706370176,4708675296,0.1
4706370176,4708675152,0.05
4706370080,4708675104,0.1
4706370080,4708675152,0.05
4706370368,4708675296,0.1
4706370368,4708675152,0.05
4706370272,4708675104,0.1
4706370272,4708675152,0.05
4706370560,4708675296,0.1
4706370560,4708675152,0.05
4706370464,4708675104,0.1
4706370464,4708675152,0.05
4706370752,4708675296,0.1
4706370752,4708675152,0.05
4706370848,4708688560,0.1
4706370848,4708689424,0.05
4706370992,4708688752,0.1
4706370992,4708689424,0.05
4706370896,4708688560,0.1
4706370896,4708689424,0.05
4706371184,4708688752,0.1
4706371184,4708689424,0.05
4706371088,4708688560,0.1
4706371088,4708689424,0.05
4706371376,4708688752,0.1
4706371376,4708689424,0.05
4706371280,4708688560,0.1
4706371280,4708689424,0.05
4706371568,4708688752,0.1
4706371568,4708689424,0.05
4706371472,4708688560,0.1
4706371472,4708689424,0.05
4706371760,4708688752,0.1
4706371760,4708689424,0.05
4706370848,4708689664,0.1
4706370848,4708690528,0.05
4706370992,4708689856,0.1
4706370992,4708690528,0.05
4706370896,4708689664,0.1
4706370896,4708690528,0.05
4706371184,4708689856,0.1
4706371184,4708690528,0.05
4706371088,4708689664,0.1
4706371088,4708690528,0.05
4706371376,4708689856,0.1
4706371376,4708690528,0.05
4706371280,4708689664,0.1
4706371280,4708690528,0.05
4706371568,4708689856,0.1
4706371568,4708690528,0.05
4706371472,4708689664,0.1
4706371472,4708690528,0.05
4706371760,4708689856,0.1
4706371760,4708690528,0.05
4706370848,4708690768,0.1
4706370848,4708691632,0.05
4706370992,4708690960,0.1
4706370992,4708691632,0.05
4706370896,4708690768,0.1
4706370896,4708691632,0.05
4706371184,4708690960,0.1
4706371184,4708691632,0.05
4706371088,4708690768,0.1
4706371088,4708691632,0.05
4706371376,4708690960,0.1
4706371376,4708691632,0.05
4706371280,4708690768,0.1
4706371280,4708691632,0.05
4706371568,4708690960,0.1
4706371568,4708691632,0.05
4706371472,4708690768,0.1
4706371472,4708691632,0.05
4706371760,4708690960,0.1
4706371760,4708691632,0.05
4706370848,4708691872,0.1
4706370848,4708691920,0.05
4706370992,4708708512,0.1
4706370992,4708691920,0.05
4706370896,4708691872,0.1
4706370896,4708691920,0.05
4706371184,4708708512,0.1
4706371184,4708691920,0.05
4706371088,4708691872,0.1
4706371088,4708691920,0.05
4706371376,4708708512,0.1
4706371376,4708691920,0.05
4706371280,4708691872,0.1
4706371280,4708691920,0.05
4706371568,4708708512,0.1
4706371568,4708691920,0.05
4706371472,4708691872,0.1
4706371472,4708691920,0.05
4706371760,4708708512,0.1
4706371760,4708691920,0.05
4706370848,4708709424,0.1
4706370848,4708710288,0.05
4706370992,4708709616,0.1
4706370992,4708710288,0.05
4706370896,4708709424,0.1
4706370896,4708710288,0.05
4706371184,4708709616,0.1
4706371184,4708710288,0.05
4706371088,4708709424,0.1
4706371088,4708710288,0.05
4706371376,4708709616,0.1
4706371376,4708710288,0.05
4706371280,4708709424,0.1
4706371280,4708710288,0.05
4706371568,4708709616,0.1
4706371568,4708710288,0.05
4706371472,4708709424,0.1
4706371472,4708710288,0.05
4706371760,4708709616,0.1
4706371760,4708710288,0.05
4706370848,4708710528,0.1
4706370848,4708711392,0.05
4706370992,4708710720,0.1
4706370992,4708711392,0.05
4706370896,4708710528,0.1
4706370896,4708711392,0.05
4706371184,4708710720,0.1
4706371184,4708711392,0.05
4706371088,4708710528,0.1
4706371088,4708711392,0.05
4706371376,4708710720,0.1
4706371376,4708711392,0.05
4706371280,4708710528,0.1
4706371280,4708711392,0.05
4706371568,4708710720,0.1
4706371568,4708711392,0.05
4706371472,4708710528,0.1
4706371472,4708711392,0.05
4706371760,4708710720,0.1
4706371760,4708711392,0.05
4706371856,4708711632,0.1
4706371856,4708711680,0.05
4706372000,4708711824,0.1
4706372000,4708711680,0.05
4706371904,4708711632,0.1
4706371904,4708711680,0.05
4706372192,4708711824,0.1
4706372192,4708711680,0.05
4706372096,4708711632,0.1
4706372096,4708711680,0.05
4706372384,4708711824,0.1
4706372384,4708711680,0.05
4706372288,4708711632,0.1
4706372288,4708711680,0.05
4706372576,4708711824,0.1
4706372576,4708711680,0.05
4706372480,4708711632,0.1
4706372480,4708711680,0.05
4706372768,4708711824,0.1
4706372768,4708711680,0.05
4706371856,4708729184,0.1
4706371856,4708730048,0.05
4706372000,4708729376,0.1
4706372000,4708730048,0.05
4706371904,4708729184,0.1
4706371904,4708730048,0.05
4706372192,4708729376,0.1
4706372192,4708730048,0.05
4706372096,4708729184,0.1
4706372096,4708730048,0.05
4706372384,4708729376,0.1
4706372384,4708730048,0.05
4706372288,4708729184,0.1
4706372288,4708730048,0.05
4706372576,4708729376,0.1
4706372576,4708730048,0.05
4706372480,4708729184,0.1
4706372480,4708730048,0.05
4706372768,4708729376,0.1
4706372768,4708730048,0.05
4706371856,4708730288,0.1
4706371856,4708731152,0.05
4706372000,4708730480,0.1
4706372000,4708731152,0.05
4706371904,4708730288,0.1
4706371904,4708731152,0.05
4706372192,4708730480,0.1
4706372192,4708731152,0.05
4706372096,4708730288,0.1
4706372096,4708731152,0.05
4706372384,4708730480,0.1
4706372384,4708731152,0.05
4706372288,4708730288,0.1
4706372288,4708731152,0.05
4706372576,4708730480,0.1
4706372576,4708731152,0.05
4706372480,4708730288,0.1
4706372480,4708731152,0.05
4706372768,4708730480,0.1
4706372768,4708731152,0.05
4706371856,4708731392,0.1
4706371856,4708732256,0.05
4706372000,4708731584,0.1
4706372000,4708732256,0.05
4706371904,4708731392,0.1
4706371904,4708732256,0.05
4706372192,4708731584,0.1
4706372192,4708732256,0.05
4706372096,4708731392,0.1
4706372096,4708732256,0.05
4706372384,4708731584,0.1
4706372384,4708732256,0.05
4706372288,4708731392,0.1
4706372288,4708732256,0.05
4706372576,4708731584,0.1
4706372576,4708732256,0.05
4706372480,4708731392,0.1
4706372480,4708732256,0.05
4706372768,4708731584,0.1
4706372768,4708732256,0.05
4706371856,4708732496,0.1
4706371856,4708732544,0.05
4706372000,4708732688,0.1
4706372000,4708732544,0.05
4706371904,4708732496,0.1
4706371904,4708732544,0.05
4706372192,4708732688,0.1
4706372192,4708732544,0.05
4706372096,4708732496,0.1
4706372096,4708732544,0.05
4706372384,4708732688,0.1
4706372384,4708732544,0.05
4706372288,4708732496,0.1
4706372288,4708732544,0.05
4706372576,4708732688,0.1
4706372576,4708732544,0.05
4706372480,4708732496,0.1
4706372480,4708732544,0.05
4706372768,4708732688,0.1
4706372768,4708732544,0.05
4706371856,4708750048,0.1
4706371856,4708750912,0.05
4706372000,4708750240,0.1
4706372000,4708750912,0.05
4706371904,4708750048,0.1
4706371904,4708750912,0.05
4706372192,4708750240,0.1
4706372192,4708750912,0.05
4706372096,4708750048,0.1
4706372096,4708750912,0.05
4706372384,4708750240,0.1
4706372384,4708750912,0.05
4706372288,4708750048,0.1
4706372288,4708750912,0.05
4706372576,4708750240,0.1
4706372576,4708750912,0.05
4706372480,4708750048,0.1
4706372480,4708750912,0.05
4706372768,4708750240,0.1
4706372768,4708750912,0.05
4707770176,4708657232,0.1
4707770176,4708658096,0.05
4707782720,4708657424,0.1
4707782720,4708658096,0.05
4707770272,4708657232,0.1
4707770272,4708658096,0.05
4707782912,4708657424,0.1
4707782912,4708658096,0.05
4707782816,4708657232,0.1
4707782816,4708658096,0.05
4707783104,4708657424,0.1
4707783104,4708658096,0.05
4707783008,4708657232,0.1
4707783008,4708658096,0.05
4707783296,4708657424,0.1
4707783296,4708658096,0.05
4707783200,4708657232,0.1
4707783200,4708658096,0.05
4707783488,4708657424,0.1
4707783488,4708658096,0.05
4707770176,4708658336,0.1
4707770176,4708658384,0.05
4707782720,4708658528,0.1
4707782720,4708658384,0.05
4707770272,4708658336,0.1
4707770272,4708658384,0.05
4707782912,4708658528,0.1
4707782912,4708658384,0.05
4707782816,4708658336,0.1
4707782816,4708658384,0.05
4707783104,4708658528,0.1
4707783104,4708658384,0.05
4707783008,4708658336,0.1
4707783008,4708658384,0.05
4707783296,4708658528,0.1
4707783296,4708658384,0.05
4707783200,4708658336,0.1
4707783200,4708658384,0.05
4707783488,4708658528,0.1
4707783488,4708658384,0.05
4707783392,4708671792,0.1
4707783392,4708672656,0.05
4707783728,4708671984,0.1
4707783728,4708672656,0.05
4707783632,4708671792,0.1
4707783632,4708672656,0.05
4707783920,4708671984,0.1
4707783920,4708672656,0.05
4707783824,4708671792,0.1
4707783824,4708672656,0.05
4707784112,4708671984,0.1
4707784112,4708672656,0.05
4707784016,4708671792,0.1
4707784016,4708672656,0.05
4707784304,4708671984,0.1
4707784304,4708672656,0.05
4707784208,4708671792,0.1
4707784208,4708672656,0.05
4707784496,4708671984,0.1
4707784496,4708672656,0.05
4707783392,4708672896,0.1
4707783392,4708673760,0.05
4707783728,4708673088,0.1
4707783728,4708673760,0.05
4707783632,4708672896,0.1
4707783632,4708673760,0.05
4707783920,4708673088,0.1
4707783920,4708673760,0.05
4707783824,4708672896,0.1
4707783824,4708673760,0.05
4707784112,4708673088,0.1
4707784112,4708673760,0.05
4707784016,4708672896,0.1
4707784016,4708673760,0.05
4707784304,4708673088,0.1
4707784304,4708673760,0.05
4707784208,4708672896,0.1
4707784208,4708673760,0.05
4707784496,4708673088,0.1
4707784496,4708673760,0.05
4707784592,4708674000,0.1
4707784592,4708674864,0.05
4707784736,4708674192,0.1
4707784736,4708674864,0.05
4707784640,4708674000,0.1
4707784640,4708674864,0.05
4707784928,4708674192,0.1
4707784928,4708674864,0.05
4707784832,4708674000,0.1
4707784832,4708674864,0.05
4707785120,4708674192,0.1
4707785120,4708674864,0.05
4707785024,4708674000,0.1
4707785024,4708674864,0.05
4707785312,4708674192,0.1
4707785312,4708674864,0.05
4707785216,4708674000,0.1
4707785216,4708674864,0.05
4707785504,4708674192,0.1
4707785504,4708674864,0.05
4707784592,4708675104,0.1
4707784592,4708675152,0.05
4707784736,4708675296,0.1
4707784736,4708675152,0.05
4707784640,4708675104,0.1
4707784640,4708675152,0.05
4707784928,4708675296,0.1
4707784928,4708675152,0.05
4707784832,4708675104,0.1
4707784832,4708675152,0.05
4707785120,4708675296,0.1
4707785120,4708675152,0.05
4707785024,4708675104,0.1
4707785024,4708675152,0.05
4707785312,4708675296,0.1
4707785312,4708675152,0.05
4707785216,4708675104,0.1
4707785216,4708675152,0.05
4707785504,4708675296,0.1
4707785504,4708675152,0.05
4707770176,4708688560,0.1
4707770176,4708689424,0.05
4707782720,4708688752,0.1
4707782720,4708689424,0.05
4707770272,4708688560,0.1
4707770272,4708689424,0.05
4707782912,4708688752,0.1
4707782912,4708689424,0.05
4707782816,4708688560,0.1
4707782816,4708689424,0.05
4707783104,4708688752,0.1
4707783104,4708689424,0.05
4707783008,4708688560,0.1
4707783008,4708689424,0.05
4707783296,4708688752,0.1
4707783296,4708689424,0.05
4707783200,4708688560,0.1
4707783200,4708689424,0.05
4707783488,4708688752,0.1
4707783488,4708689424,0.05
4707770176,4708689664,0.1
4707770176,4708690528,0.05
4707782720,4708689856,0.1
4707782720,4708690528,0.05
4707770272,4708689664,0.1
4707770272,4708690528,0.05
4707782912,4708689856,0.1
4707782912,4708690528,0.05
4707782816,4708689664,0.1
4707782816,4708690528,0.05
4707783104,4708689856,0.1
4707783104,4708690528,0.05
4707783008,4708689664,0.1
4707783008,4708690528,0.05
4707783296,4708689856,0.1
4707783296,4708690528,0.05
4707783200,4708689664,0.1
4707783200,4708690528,0.05
4707783488,4708689856,0.1
4707783488,4708690528,0.05
4707783392,4708690768,0.1
4707783392,4708691632,0.05
4707783728,4708690960,0.1
4707783728,4708691632,0.05
4707783632,4708690768,0.1
4707783632,4708691632,0.05
4707783920,4708690960,0.1
4707783920,4708691632,0.05
4707783824,4708690768,0.1
4707783824,4708691632,0.05
4707784112,4708690960,0.1
4707784112,4708691632,0.05
4707784016,4708690768,0.1
4707784016,4708691632,0.05
4707784304,4708690960,0.1
4707784304,4708691632,0.05
4707784208,4708690768,0.1
4707784208,4708691632,0.05
4707784496,4708690960,0.1
4707784496,4708691632,0.05
4707783392,4708691872,0.1
4707783392,4708691920,0.05
4707783728,4708708512,0.1
4707783728,4708691920,0.05
4707783632,4708691872,0.1
4707783632,4708691920,0.05
4707783920,4708708512,0.1
4707783920,4708691920,0.05
4707783824,4708691872,0.1
4707783824,4708691920,0.05
4707784112,4708708512,0.1
4707784112,4708691920,0.05
4707784016,4708691872,0.1
4707784016,4708691920,0.05
4707784304,4708708512,0.1
4707784304,4708691920,0.05
4707784208,4708691872,0.1
4707784208,4708691920,0.05
4707784496,4708708512,0.1
4707784496,4708691920,0.05
4707784592,4708709424,0.1
4707784592,4708710288,0.05
4707784736,4708709616,0.1
4707784736,4708710288,0.05
4707784640,4708709424,0.1
4707784640,4708710288,0.05
4707784928,4708709616,0.1
4707784928,4708710288,0.05
4707784832,4708709424,0.1
4707784832,4708710288,0.05
4707785120,4708709616,0.1
4707785120,4708710288,0.05
4707785024,4708709424,0.1
4707785024,4708710288,0.05
4707785312,4708709616,0.1
4707785312,4708710288,0.05
4707785216,4708709424,0.1
4707785216,4708710288,0.05
4707785504,4708709616,0.1
4707785504,4708710288,0.05
4707784592,4708710528,0.1
4707784592,4708711392,0.05
4707784736,4708710720,0.1
4707784736,4708711392,0.05
4707784640,4708710528,0.1
4707784640,4708711392,0.05
4707784928,4708710720,0.1
4707784928,4708711392,0.05
4707784832,4708710528,0.1
4707784832,4708711392,0.05
4707785120,4708710720,0.1
4707785120,4708711392,0.05
4707785024,4708710528,0.1
4707785024,4708711392,0.05
4707785312,4708710720,0.1
4707785312,4708711392,0.05
4707785216,4708710528,0.1
4707785216,4708711392,0.05
4707785504,4708710720,0.1
4707785504,4708711392,0.05
4707770176,4708711632,0.1
4707770176,4708711680,0.05
4707782720,4708711824,0.1
4707782720,4708711680,0.05
4707770272,4708711632,0.1
4707770272,4708711680,0.05
4707782912,4708711824,0.1
4707782912,4708711680,0.05
4707782816,4708711632,0.1
4707782816,4708711680,0.05
4707783104,4708711824,0.1
4707783104,4708711680,0.05
4707783008,4708711632,0.1
4707783008,4708711680,0.05
4707783296,4708711824,0.1
4707783296,4708711680,0.05
4707783200,4708711632,0.1
4707783200,4708711680,0.05
4707783488,4708711824,0.1
4707783488,4708711680,0.05
4707770176,4708729184,0.1
4707770176,4708730048,0.05
4707782720,4708729376,0.1
4707782720,4708730048,0.05
4707770272,4708729184,0.1
4707770272,4708730048,0.05
4707782912,4708729376,0.1
4707782912,4708730048,0.05
4707782816,4708729184,0.1
4707782816,4708730048,0.05
4707783104,4708729376,0.1
4707783104,4708730048,0.05
4707783008,4708729184,0.1
4707783008,4708730048,0.05
4707783296,4708729376,0.1
4707783296,4708730048,0.05
4707783200,4708729184,0.1
4707783200,4708730048,0.05
4707783488,4708729376,0.1
4707783488,4708730048,0.05
4707783392,4708730288,0.1
4707783392,4708731152,0.05
4707783728,4708730480,0.1
4707783728,4708731152,0.05
4707783632,4708730288,0.1
4707783632,4708731152,0.05
4707783920,4708730480,0.1
4707783920,4708731152,0.05
4707783824,4708730288,0.1
4707783824,4708731152,0.05
4707784112,4708730480,0.1
4707784112,4708731152,0.05
4707784016,4708730288,0.1
4707784016,4708731152,0.05
4707784304,4708730480,0.1
4707784304,4708731152,0.05
4707784208,4708730288,0.1
4707784208,4708731152,0.05
4707784496,4708730480,0.1
4707784496,4708731152,0.05
4707783392,4708731392,0.1
4707783392,4708732256,0.05
4707783728,4708731584,0.1
4707783728,4708732256,0.05
4707783632,4708731392,0.1
4707783632,4708732256,0.05
4707783920,4708731584,0.1
4707783920,4708732256,0.05
4707783824,4708731392,0.1
4707783824,4708732256,0.05
4707784112,4708731584,0.1
4707784112,4708732256,0.05
4707784016,4708731392,0.1
4707784016,4708732256,0.05
4707784304,4708731584,0.1
4707784304,4708732256,0.05
4707784208,4708731392,0.1
4707784208,4708732256,0.05
4707784496,4708731584,0.1
4707784496,4708732256,0.05
4707784592,4708732496,0.1
4707784592,4708732544,0.05
4707784736,4708732688,0.1
4707784736,4708732544,0.05
4707784640,4708732496,0.1
4707784640,4708732544,0.05
4707784928,4708732688,0.1
4707784928,4708732544,0.05
4707784832,4708732496,0.1
4707784832,4708732544,0.05
4707785120,4708732688,0.1
4707785120,4708732544,0.05
4707785024,4708732496,0.1
4707785024,4708732544,0.05
4707785312,4708732688,0.1
4707785312,4708732544,0.05
4707785216,4708732496,0.1
4707785216,4708732544,0.05
4707785504,4708732688,0.1
4707785504,4708732544,0.05
4707784592,4708750048,0.1
4707784592,4708750912,0.05
4707784736,4708750240,0.1
4707784736,4708750912,0.05
4707784640,4708750048,0.1
4707784640,4708750912,0.05
4707784928,4708750240,0.1
4707784928,4708750912,0.05
4707784832,4708750048,0.1
4707784832,4708750912,0.05
4707785120,4708750240,0.1
4707785120,4708750912,0.05
4707785024,4708750048,0.1
4707785024,4708750912,0.05
4707785312,4708750240,0.1
4707785312,4708750912,0.05
4707785216,4708750048,0.1
4707785216,4708750912,0.05
4707785504,4708750240,0.1
4707785504,4708750912,0.05
4706369792,4708751152,0.1
4706369792,4708752016,0.05
4706369984,4708751344,0.1
4706369984,4708752016,0.05
4706369888,4708751152,0.1
4706369888,4708752016,0.05
4706370176,4708751344,0.1
4706370176,4708752016,0.05
4706370080,4708751152,0.1
4706370080,4708752016,0.05
4706370368,4708751344,0.1
4706370368,4708752016,0.05
4706370272,4708751152,0.1
4706370272,4708752016,0.05
4706370560,4708751344,0.1
4706370560,4708752016,0.05
4706370464,4708751152,0.1
4706370464,4708752016,0.05
4706370752,4708751344,0.1
4706370752,4708752016,0.05
4706369792,4708752256,0.1
4706369792,4708753120,0.05
4706369984,4708752448,0.1
4706369984,4708753120,0.05
4706369888,4708752256,0.1
4706369888,4708753120,0.05
4706370176,4708752448,0.1
4706370176,4708753120,0.05
4706370080,4708752256,0.1
4706370080,4708753120,0.05
4706370368,4708752448,0.1
4706370368,4708753120,0.05
4706370272,4708752256,0.1
4706370272,4708753120,0.05
4706370560,4708752448,0.1
4706370560,4708753120,0.05
4706370464,4708752256,0.1
4706370464,4708753120,0.05
4706370752,4708752448,0.1
4706370752,4708753120,0.05
4706369792,4708753360,0.1
4706369792,4708770672,0.05
4706369984,4708770000,0.1
4706369984,4708770672,0.05
4706369888,4708753360,0.1
4706369888,4708770672,0.05
4706370176,4708770000,0.1
4706370176,4708770672,0.05
4706370080,4708753360,0.1
4706370080,4708770672,0.05
4706370368,4708770000,0.1
4706370368,4708770672,0.05
4706370272,4708753360,0.1
4706370272,4708770672,0.05
4706370560,4708770000,0.1
4706370560,4708770672,0.05
4706370464,4708753360,0.1
4706370464,4708770672,0.05
4706370752,4708770000,0.1
4706370752,4708770672,0.05
4706369792,4708770912,0.1
4706369792,4708771776,0.05
4706369984,4708771104,0.1
4706369984,4708771776,0.05
4706369888,4708770912,0.1
4706369888,4708771776,0.05
4706370176,4708771104,0.1
4706370176,4708771776,0.05
4706370080,4708770912,0.1
4706370080,4708771776,0.05
4706370368,4708771104,0.1
4706370368,4708771776,0.05
4706370272,4708770912,0.1
4706370272,4708771776,0.05
4706370560,4708771104,0.1
4706370560,4708771776,0.05
4706370464,4708770912,0.1
4706370464,4708771776,0.05
4706370752,4708771104,0.1
4706370752,4708771776,0.05
4706369792,4708772016,0.1
4706369792,4708772880,0.05
4706369984,4708772208,0.1
4706369984,4708772880,0.05
4706369888,4708772016,0.1
4706369888,4708772880,0.05
4706370176,4708772208,0.1
4706370176,4708772880,0.05
4706370080,4708772016,0.1
4706370080,4708772880,0.05
4706370368,4708772208,0.1
4706370368,4708772880,0.05
4706370272,4708772016,0.1
4706370272,4708772880,0.05
4706370560,4708772208,0.1
4706370560,4708772880,0.05
4706370464,4708772016,0.1
4706370464,4708772880,0.05
4706370752,4708772208,0.1
4706370752,4708772880,0.05
4706369792,4708773120,0.1
4706369792,4708773168,0.05
4706369984,4708773312,0.1
4706369984,4708773168,0.05
4706369888,4708773120,0.1
4706369888,4708773168,0.05
4706370176,4708773312,0.1
4706370176,4708773168,0.05
4706370080,4708773120,0.1
4706370080,4708773168,0.05
4706370368,4708773312,0.1
4706370368,4708773168,0.05
4706370272,4708773120,0.1
4706370272,4708773168,0.05
4706370560,4708773312,0.1
4706370560,4708773168,0.05
4706370464,4708773120,0.1
4706370464,4708773168,0.05
4706370752,4708773312,0.1
4706370752,4708773168,0.05
4706370848,4708786576,0.1
4706370848,4708787440,0.05
4706370992,4708786768,0.1
4706370992,4708787440,0.05
4706370896,4708786576,0.1
4706370896,4708787440,0.05
4706371184,4708786768,0.1
4706371184,4708787440,0.05
4706371088,4708786576,0.1
4706371088,4708787440,0.05
4706371376,4708786768,0.1
4706371376,4708787440,0.05
4706371280,4708786576,0.1
4706371280,4708787440,0.05
4706371568,4708786768,0.1
4706371568,4708787440,0.05
4706371472,4708786576,0.1
4706371472,4708787440,0.05
4706371760,4708786768,0.1
4706371760,4708787440,0.05
4706370848,4708787680,0.1
4706370848,4708788544,0.05
4706370992,4708787872,0.1
4706370992,4708788544,0.05
4706370896,4708787680,0.1
4706370896,4708788544,0.05
4706371184,4708787872,0.1
4706371184,4708788544,0.05
4706371088,4708787680,0.1
4706371088,4708788544,0.05
4706371376,4708787872,0.1
4706371376,4708788544,0.05
4706371280,4708787680,0.1
4706371280,4708788544,0.05
4706371568,4708787872,0.1
4706371568,4708788544,0.05
4706371472,4708787680,0.1
4706371472,4708788544,0.05
4706371760,4708787872,0.1
4706371760,4708788544,0.05
4706370848,4708788784,0.1
4706370848,4708789648,0.05
4706370992,4708788976,0.1
4706370992,4708789648,0.05
4706370896,4708788784,0.1
4706370896,4708789648,0.05
4706371184,4708788976,0.1
4706371184,4708789648,0.05
4706371088,4708788784,0.1
4706371088,4708789648,0.05
4706371376,4708788976,0.1
4706371376,4708789648,0.05
4706371280,4708788784,0.1
4706371280,4708789648,0.05
4706371568,4708788976,0.1
4706371568,4708789648,0.05
4706371472,4708788784,0.1
4706371472,4708789648,0.05
4706371760,4708788976,0.1
4706371760,4708789648,0.05
4706370848,4708789888,0.1
4706370848,4708789936,0.05
4706370992,4708790080,0.1
4706370992,4708789936,0.05
4706370896,4708789888,0.1
4706370896,4708789936,0.05
4706371184,4708790080,0.1
4706371184,4708789936,0.05
4706371088,4708789888,0.1
4706371088,4708789936,0.05
4706371376,4708790080,0.1
4706371376,4708789936,0.05
4706371280,4708789888,0.1
4706371280,4708789936,0.05
4706371568,4708790080,0.1
4706371568,4708789936,0.05
4706371472,4708789888,0.1
4706371472,4708789936,0.05
4706371760,4708790080,0.1
4706371760,4708789936,0.05
4706370848,4708803344,0.1
4706370848,4708804208,0.05
4706370992,4708803536,0.1
4706370992,4708804208,0.05
4706370896,4708803344,0.1
4706370896,4708804208,0.05
4706371184,4708803536,0.1
4706371184,4708804208,0.05
4706371088,4708803344,0.1
4706371088,4708804208,0.05
4706371376,4708803536,0.1
4706371376,4708804208,0.05
4706371280,4708803344,0.1
4706371280,4708804208,0.05
4706371568,4708803536,0.1
4706371568,4708804208,0.05
4706371472,4708803344,0.1
4706371472,4708804208,0.05
4706371760,4708803536,0.1
4706371760,4708804208,0.05
4706370848,4708804448,0.1
4706370848,4708805312,0.05
4706370992,4708804640,0.1
4706370992,4708805312,0.05
4706370896,4708804448,0.1
4706370896,4708805312,0.05
4706371184,4708804640,0.1
4706371184,4708805312,0.05
4706371088,4708804448,0.1
4706371088,4708805312,0.05
4706371376,4708804640,0.1
4706371376,4708805312,0.05
4706371280,4708804448,0.1
4706371280,4708805312,0.05
4706371568,4708804640,0.1
4706371568,4708805312,0.05
4706371472,4708804448,0.1
4706371472,4708805312,0.05
4706371760,4708804640,0.1
4706371760,4708805312,0.05
4706371856,4708805552,0.1
4706371856,4708806416,0.05
4706372000,4708805744,0.1
4706372000,4708806416,0.05
4706371904,4708805552,0.1
4706371904,4708806416,0.05
4706372192,4708805744,0.1
4706372192,4708806416,0.05
4706372096,4708805552,0.1
4706372096,4708806416,0.05
4706372384,4708805744,0.1
4706372384,4708806416,0.05
4706372288,4708805552,0.1
4706372288,4708806416,0.05
4706372576,4708805744,0.1
4706372576,4708806416,0.05
4706372480,4708805552,0.1
4706372480,4708806416,0.05
4706372768,4708805744,0.1
4706372768,4708806416,0.05
4706371856,4708819008,0.1
4706371856,4708819872,0.05
4706372000,4708819200,0.1
4706372000,4708819872,0.05
4706371904,4708819008,0.1
4706371904,4708819872,0.05
4706372192,4708819200,0.1
4706372192,4708819872,0.05
4706372096,4708819008,0.1
4706372096,4708819872,0.05
4706372384,4708819200,0.1
4706372384,4708819872,0.05
4706372288,4708819008,0.1
4706372288,4708819872,0.05
4706372576,4708819200,0.1
4706372576,4708819872,0.05
4706372480,4708819008,0.1
4706372480,4708819872,0.05
4706372768,4708819200,0.1
4706372768,4708819872,0.05
4706371856,4708820112,0.1
4706371856,4708820976,0.05
4706372000,4708820304,0.1
4706372000,4708820976,0.05
4706371904,4708820112,0.1
4706371904,4708820976,0.05
4706372192,4708820304,0.1
4706372192,4708820976,0.05
4706372096,4708820112,0.1
4706372096,4708820976,0.05
4706372384,4708820304,0.1
4706372384,4708820976,0.05
4706372288,4708820112,0.1
4706372288,4708820976,0.05
4706372576,4708820304,0.1
4706372576,4708820976,0.05
4706372480,4708820112,0.1
4706372480,4708820976,0.05
4706372768,4708820304,0.1
4706372768,4708820976,0.05
4706371856,4708821216,0.1
4706371856,4708822080,0.05
4706372000,4708821408,0.1
4706372000,4708822080,0.05
4706371904,4708821216,0.1
4706371904,4708822080,0.05
4706372192,4708821408,0.1
4706372192,4708822080,0.05
4706372096,4708821216,0.1
4706372096,4708822080,0.05
4706372384,4708821408,0.1
4706372384,4708822080,0.05
4706372288,4708821216,0.1
